Learning Rate	Avg-Train Loss	Avg-Valid Loss	Epoch-Train Loss	Epoch-Valid Loss	
0.001945	308.034035	836.063697	299.698853	772.979736	
0.001990	309.027476	818.269437	307.882324	755.349792	
0.002035	311.002616	831.519651	323.995270	724.982117	
0.002080	312.064192	816.736100	302.841400	773.043945	
0.002125	312.751001	800.452942	295.640076	700.532471	
0.002170	312.132664	811.892486	338.620850	741.462097	
0.002215	317.244558	850.088011	311.411285	770.670837	
0.002260	315.262703	793.873051	333.062683	743.330200	
0.002305	316.630720	841.417120	326.173523	786.211853	
0.002350	324.069917	794.157874	316.724701	730.621765	
0.002395	320.025174	792.059196	315.873932	746.355347	
0.002440	317.344608	835.045668	373.797943	777.012207	
0.002485	321.432044	813.793280	343.820557	734.852295	
0.002530	322.425004	796.186002	307.684326	721.003601	
0.002575	322.981716	795.563366	348.912140	724.898438	
0.002620	324.880648	835.539226	302.033234	794.933411	
0.002665	330.225757	798.512585	327.883575	744.643250	
0.002710	332.386338	845.422476	324.600250	741.775696	
0.002755	331.661136	806.518287	354.152802	776.457153	
0.002800	330.999825	757.267403	337.298889	642.406860	
0.002845	333.151582	775.030494	349.303436	660.032227	
0.002890	339.288749	798.759468	333.155518	729.920227	
0.002935	338.792774	793.532957	324.938354	706.824707	
0.002980	332.939661	801.675515	322.635712	723.711914	
0.003025	340.110584	835.523191	349.755249	745.648010	
0.003070	342.650334	832.995694	355.632660	735.554138	
0.003115	344.044621	780.078663	345.282043	762.491821	
0.003160	337.392370	804.002491	351.964935	677.719299	
0.003205	340.527607	827.445819	326.607605	729.695679	
0.003250	341.910989	842.407662	357.801361	774.602783	
0.003205	345.068793	790.883830	333.417511	739.860229	
0.003160	354.127578	811.627343	380.865692	718.116333	
0.003115	346.691266	826.911182	350.616455	710.561279	
0.003070	341.997292	753.226659	310.107422	664.509766	
0.003025	338.171242	801.492219	334.977264	686.381531	
0.002980	339.053078	771.899495	341.267914	763.122375	
0.002935	329.103652	841.964854	320.965912	840.708008	
0.002890	321.580982	841.095463	305.351349	801.234009	
0.002845	325.283457	800.459321	336.768005	678.895996	
0.002800	318.001308	812.288604	307.086273	762.026794	
0.002755	316.084730	801.288974	323.805145	788.976196	
0.002710	317.677959	836.573004	310.128906	766.853760	
0.002665	313.512610	799.743552	325.452667	770.268066	
0.002620	309.533935	821.503952	303.266449	763.675232	
0.002575	307.812907	833.398839	349.346832	721.089905	
0.002530	312.863048	842.490230	304.000244	742.123840	
0.002485	306.166588	846.432458	325.338379	770.830566	
0.002440	306.282348	846.994375	316.707001	800.238708	
0.002395	305.668505	839.652385	309.181000	739.952454	
0.002350	304.274654	834.669434	300.942352	730.154236	
0.002305	302.431993	850.400692	302.913300	746.601990	
0.002260	299.954976	814.968563	287.583069	721.596252	
0.002215	298.659692	875.877780	296.029297	790.894958	
0.002170	299.004416	830.005182	299.230469	776.566223	
0.002125	297.711802	857.463121	279.421295	765.539490	
0.002080	291.398534	889.397794	285.205872	835.387329	
0.002035	292.633551	891.175126	296.399017	799.724915	
0.001990	291.021216	856.855861	286.286926	774.991150	
0.001945	289.143810	879.314658	283.815033	783.346191	
0.001900	290.011847	861.063307	283.214325	787.272644	
0.001855	288.018548	869.969547	291.635498	816.876038	
0.001810	289.878151	856.587863	300.118988	750.504333	
0.001765	287.523389	869.923736	282.475250	810.040955	
0.001720	285.560914	880.256033	281.734192	808.444336	
0.001675	286.969099	841.368164	296.974640	816.861145	
0.001630	286.543507	877.644582	278.393799	801.491577	
0.001585	281.387307	902.587528	284.672760	801.293274	
0.001540	282.233466	908.910839	276.477631	808.974976	
0.001495	281.829877	904.844949	284.592377	781.720886	
0.001450	280.841717	901.011697	285.728912	812.155701	
0.001405	280.473529	928.148258	295.786041	857.403809	
0.001360	279.763455	927.308523	278.583984	846.284607	
0.001315	280.641500	908.760711	288.992828	847.014587	
0.001270	279.805353	933.105282	282.164154	845.686707	
0.001225	279.696689	930.176147	299.032684	841.043884	
0.001180	279.900735	931.225714	278.323151	838.352661	
0.001135	278.624860	908.656776	309.402740	792.500732	
0.001090	280.709920	954.090131	286.421570	812.603760	
0.001045	278.766721	927.990083	280.802216	782.301208	
0.001000	278.072328	928.232877	278.286530	806.993652	
0.001022	275.942234	943.980091	278.508453	824.590027	
0.001045	276.812211	901.543286	280.681030	837.496216	
0.001067	279.024993	942.426953	273.764252	840.671692	
0.001090	275.668781	933.513113	270.775391	810.340942	
0.001112	275.238844	931.010982	293.477722	826.981384	
0.001135	275.479776	919.166760	270.841125	840.103699	
0.001158	274.828469	950.512311	272.405762	830.596130	
0.001180	275.514977	933.425076	272.102448	850.447266	
0.001202	275.471550	946.113305	274.300446	858.681335	
0.001225	274.562586	929.464361	275.254944	826.761536	
0.001247	274.711199	948.762004	273.206696	824.288391	
0.001270	275.191184	950.461896	290.056458	844.477234	
0.001292	276.313840	958.047623	272.231293	839.879211	
0.001315	274.196838	928.038112	296.355469	816.190979	
0.001338	275.646266	936.916703	276.168427	792.163696	
0.001360	275.600846	974.925937	269.751587	851.764648	
0.001382	275.315838	946.955210	274.132660	822.872986	
0.001405	274.948290	921.140306	269.012390	805.911560	
0.001427	273.731820	980.268907	267.152069	848.081055	
0.001450	274.580307	967.717395	282.744293	814.569275	
0.001473	275.057110	976.304857	266.687347	869.168640	
0.001495	274.629520	965.358221	274.704315	836.731445	
0.001518	273.214494	994.964755	270.529877	874.854675	
0.001540	273.901579	1002.876618	272.438782	839.401184	
0.001563	275.351617	967.095382	284.304840	838.117126	
0.001585	275.153149	957.868272	279.274811	832.564941	
0.001607	275.900675	957.365971	274.484833	859.640259	
0.001630	277.780987	935.002896	281.458954	806.799316	
0.001653	278.194155	980.527070	267.263550	822.013794	
0.001675	276.753193	973.459051	268.054535	863.991394	
0.001698	276.604669	921.822819	273.211761	842.419739	
0.001720	279.038985	947.242188	278.798004	804.049011	
0.001743	280.126132	951.553563	268.960114	787.357361	
0.001765	282.614774	916.525290	313.548645	764.396301	
0.001787	284.581266	920.966933	297.388062	854.639160	
0.001810	304.766795	938.401670	303.720703	898.680847	
0.001833	298.854581	937.689122	296.134979	899.167175	
0.001855	297.084421	878.740945	293.131897	794.768677	
0.001878	295.336782	897.698951	295.615051	845.277649	
0.001900	296.377270	891.490797	292.229462	805.719910	
0.001923	293.346640	931.731867	287.771729	820.176575	
0.001945	296.561016	896.995107	310.273499	861.242004	
0.001967	293.546932	903.007368	285.957336	790.461609	
0.001990	290.504348	880.293402	283.688507	777.355591	
0.002013	287.992603	891.855746	290.653381	811.359192	
0.002035	291.992413	860.247057	303.146301	757.310669	
0.002058	298.554228	883.820612	306.295746	801.724182	
0.002080	296.618333	936.760596	288.530853	859.944763	
0.002103	296.387068	926.076325	279.078522	867.933044	
0.002125	295.218349	872.956256	284.416107	791.585388	
0.002103	298.307547	920.854457	307.367340	849.999207	
0.002080	298.426037	863.537188	316.028320	804.325317	
0.002058	298.609425	849.939638	293.948334	788.631897	
0.002035	300.147499	879.659119	299.711029	810.707703	
0.002013	295.565494	951.210973	280.061066	847.772461	
0.001990	290.457974	898.977860	286.778748	799.510925	
0.001967	294.355795	874.265822	312.318329	774.529968	
0.001945	290.395559	938.195001	284.416229	754.643127	
0.001923	291.972923	865.899581	288.620850	745.142395	
0.001900	289.174790	856.776968	286.853241	724.508972	
0.001878	285.038683	904.109720	281.554993	897.836121	
0.001855	285.148029	901.282752	281.940033	803.758484	
0.001833	282.344730	905.927667	287.256012	814.516602	
0.001810	284.805875	941.880686	289.351318	837.112732	
0.001787	285.233359	891.459057	275.818573	804.093445	
0.001765	281.016320	949.353051	277.307953	865.801758	
0.001743	282.057094	1007.333797	286.049530	944.383423	
0.001720	280.617191	943.473755	276.497284	794.988770	
0.001698	277.929708	950.534902	282.319885	916.775208	
0.001675	279.191772	960.566070	280.435516	881.057068	
0.001653	278.108995	921.386894	276.214752	862.715515	
0.001630	278.323406	960.501949	285.829071	864.998047	
0.001607	278.906690	951.613128	276.211975	901.747864	
0.001585	275.616430	958.532794	273.850922	846.326660	
0.001563	275.750070	960.768931	284.499817	844.852539	
0.001540	275.159018	991.424236	281.561462	816.773193	
0.001518	275.186263	986.878428	274.242035	847.458008	
0.001495	275.258060	926.590576	276.266510	799.084900	
0.001473	274.589872	965.046255	265.919342	821.965271	
0.001450	273.845020	992.390296	273.974701	849.654480	
0.001427	273.484679	977.660402	265.897888	850.532654	
0.001405	273.045196	1004.530864	275.979980	816.212524	
0.001382	272.384363	1010.299931	279.611877	898.375000	
0.001360	271.574577	988.439798	269.891022	860.904480	
0.001338	271.770144	1001.029919	272.919983	853.153625	
0.001315	271.051760	1004.519242	272.358765	871.146667	
0.001292	270.036524	1005.806558	266.305023	906.678345	
0.001270	270.371376	982.773717	269.671844	891.551941	
0.001247	269.592280	1010.368087	271.334564	882.015320	
0.001225	269.573723	1006.405569	268.760254	916.832947	
0.001202	268.924104	1035.869745	274.972412	883.570496	
0.001180	268.853629	991.080960	271.040527	876.666016	
0.001158	268.857878	1002.456488	279.974091	864.477356	
0.001135	268.008138	1042.652596	266.049835	917.680969	
0.001112	268.022391	1009.523747	265.091888	909.145935	
0.001090	267.862417	1027.787190	265.973114	944.816833	
0.001067	267.831583	1040.280037	269.895233	912.884949	
0.001045	267.140598	1037.888697	262.584076	878.347290	
0.001022	266.915797	1021.558060	273.930023	927.151367	
Best value: 607.2682
