Learning Rate	Avg-Train Loss	Avg-Valid Loss	Epoch-Train Loss	Epoch-Valid Loss	
0.003430	517.952069	823.509814	542.923828	702.171814	
0.003520	541.558241	717.102278	565.946045	627.108032	
0.003610	550.103943	780.183071	559.359802	747.810913	
0.003700	553.274648	758.087054	502.675323	750.669556	
0.003790	536.042790	739.758252	571.326721	612.923462	
0.003880	531.663672	803.376887	547.289001	751.192017	
0.003970	542.561358	812.145147	476.850128	676.735352	
0.004060	520.899853	740.873184	446.551300	683.790527	
0.004150	518.449799	781.305125	637.085083	727.131042	
0.004240	561.203610	771.209238	434.362640	640.007385	
0.004330	539.595343	772.625241	516.569641	624.823914	
0.004420	529.996897	754.099260	665.102417	715.177734	
0.004510	532.838595	783.348468	553.510315	700.622070	
0.004600	544.667644	763.129056	529.976685	700.292419	
0.004690	543.415132	743.506478	569.194946	686.986938	
0.004780	531.044835	751.448301	435.158813	674.546692	
0.004870	532.719838	803.799780	574.041504	741.350464	
0.004960	549.579203	776.631838	568.143799	719.972412	
0.005050	545.018679	875.740678	509.364288	817.225281	
0.005140	534.884071	762.277453	572.450562	669.364502	
0.005230	531.938860	775.560121	508.930145	654.276245	
0.005320	533.880926	779.409498	504.605682	707.200806	
0.005410	534.372359	777.816940	568.664551	701.245605	
0.005500	535.805379	783.072340	405.732574	683.193237	
0.005410	521.341371	757.772242	465.449402	658.631226	
0.005320	519.575632	812.312862	538.364258	662.167664	
0.005230	544.321509	795.169601	510.970673	717.725952	
0.005140	538.693371	785.084316	483.878967	734.733398	
0.005050	519.728460	750.543667	404.919006	661.039795	
0.004960	504.374559	821.270816	415.884583	697.166382	
0.004870	499.370121	799.186820	552.721191	703.964722	
0.004780	522.779248	795.873339	521.226562	692.200378	
0.004690	515.455674	777.483627	416.705200	676.233643	
0.004600	500.799777	773.478709	475.768127	792.449097	
0.004510	490.631941	794.540095	478.158813	704.725525	
0.004420	491.731142	746.381533	505.644501	698.468140	
0.004330	500.706316	796.460192	477.986877	713.720154	
0.004240	506.839570	786.722535	416.710358	741.034424	
0.004150	494.396812	774.121478	476.993988	736.205688	
0.004060	491.016442	852.100265	531.617493	773.678894	
0.003970	498.443188	802.939797	418.927490	792.045105	
0.003880	493.749267	768.958330	739.194946	707.996277	
0.003790	503.135137	793.738586	432.122009	661.423462	
0.003700	479.634365	824.414415	431.453735	795.253296	
0.003610	474.755021	805.519848	626.358582	718.788696	
0.003520	523.589347	751.144019	500.099365	598.922119	
0.003430	495.967784	785.870237	577.109314	709.997742	
0.003340	487.247581	784.983566	528.035095	675.777710	
0.003250	480.629774	772.291618	476.591095	688.983093	
0.003160	472.810422	786.778329	416.752747	693.430542	
0.003070	462.366157	791.576287	450.035706	748.521667	
0.002980	465.686836	790.639527	431.707062	620.063965	
0.002890	459.834087	830.566329	401.144897	688.712646	
0.002800	451.562999	796.319540	479.003296	652.661865	
0.002710	447.468512	864.913543	439.816528	708.361206	
0.002620	450.478794	808.132249	447.764893	694.823669	
0.002530	446.327613	818.353592	532.708984	748.226929	
0.002440	456.094090	794.323337	473.954468	671.154358	
0.002350	441.133463	788.122879	438.181274	661.815613	
0.002260	442.862087	857.139705	526.546265	768.642761	
0.002170	440.473337	846.639850	439.762512	819.320679	
0.002080	433.609165	828.992693	393.782715	835.782104	
0.001990	428.754959	838.692600	453.713684	765.620483	
0.001900	432.329682	872.226303	550.468750	827.410095	
0.001810	427.984770	834.943090	376.411041	780.234314	
0.001720	424.215329	864.373710	415.205444	772.487244	
0.001630	420.364582	872.128379	439.063446	794.199890	
0.001540	414.318432	843.537687	407.143402	818.262939	
0.001450	414.713749	886.284954	404.458679	834.009949	
0.001360	414.737901	867.972996	391.050171	842.960205	
0.001270	405.294362	861.520277	465.377411	766.679321	
0.001180	409.544735	866.887666	404.544769	763.942627	
0.001090	405.995294	859.587104	438.480225	794.669067	
Best value: 687.0362
