Learning Rate	Avg-Train Loss	Avg-Valid Loss	Epoch-Train Loss	Epoch-Valid Loss	
0.001900	274.913450	372.225699	268.153870	294.428864	
0.001810	273.724975	369.693636	275.615356	296.050568	
0.001720	274.133986	367.070791	277.223206	312.192657	
0.001630	274.647544	374.096127	269.359863	297.552643	
0.001540	272.707374	379.253422	289.819641	296.888947	
0.001450	272.639790	367.768720	307.051819	290.574615	
0.001360	271.460116	380.335840	274.634888	293.119141	
0.001270	271.158486	372.975589	259.835541	289.339966	
0.001180	271.185847	370.850386	261.948547	297.155548	
0.001090	270.531637	377.721985	269.249298	300.029083	
0.001000	269.888477	374.459031	271.516113	293.296387	
0.001045	269.358582	377.053108	263.456146	298.881470	
0.001090	269.827971	376.427100	260.874146	297.297760	
0.001135	269.942064	377.445447	265.758362	296.222717	
0.001180	269.015922	377.561568	266.360840	295.099030	
0.001225	269.610701	373.056670	265.309692	293.332153	
0.001270	269.457640	381.674032	258.917603	299.556000	
0.001315	268.499029	368.121386	287.981659	295.012604	
0.001360	269.574301	374.348802	282.436096	296.338379	
0.001405	270.094046	368.472269	261.617035	291.035675	
0.001450	269.776514	369.601694	265.473389	293.499115	
0.001495	269.712875	379.417123	281.535919	298.151581	
0.001540	270.569072	368.177711	288.741394	297.259186	
0.001585	272.063602	384.425587	263.690826	297.805725	
0.001630	269.163800	380.575593	288.594635	300.602905	
0.001675	273.069739	387.780899	276.193420	302.419983	
0.001720	271.378622	385.353906	267.942169	302.093964	
0.001765	268.880708	381.467455	283.212677	302.293427	
0.001810	271.021199	389.026234	268.170685	300.427185	
0.001855	270.826871	381.815896	280.835297	305.478729	
0.001900	271.830604	393.094331	276.297546	297.794708	
0.001945	270.492058	386.426021	259.276672	305.354889	
0.001990	269.383913	375.136754	270.893188	308.133331	
0.002035	269.601682	374.445216	266.310059	325.954376	
0.002080	270.250591	377.708628	262.571442	297.813019	
0.002125	268.535722	379.711616	264.776367	302.607849	
0.002170	271.325653	381.354649	271.399353	324.779297	
0.002215	273.044579	388.506581	264.677856	311.719940	
0.002260	273.380677	390.673281	271.532471	359.728241	
0.002305	272.530348	393.283947	270.576477	325.936096	
0.002350	274.755576	406.077178	267.748016	328.436646	
0.002395	275.130421	374.858591	268.955200	335.543549	
0.002440	273.224051	404.534781	273.690613	417.077789	
0.002485	273.450204	369.386823	274.120758	308.907806	
0.002530	273.899720	384.855599	263.831238	316.374023	
0.002575	274.183820	381.322042	271.364258	311.491028	
0.002620	277.638159	391.161337	276.855896	303.406250	
0.002665	278.978935	401.791591	273.104919	299.250824	
0.002710	280.242431	419.983402	202.973984	357.573730	
0.002755	290.155786	402.309539	284.937744	378.832672	
0.002800	294.509403	387.952907	289.783539	316.643280	
0.002845	291.023758	433.720340	302.983368	340.003357	
0.002890	295.133694	366.633132	292.630707	366.869690	
0.002935	301.387998	382.196499	278.160217	352.625916	
0.002980	294.188453	394.301362	294.758728	357.035919	
0.003025	292.141910	397.491275	202.694336	358.801208	
0.003070	290.327942	393.019712	305.954407	324.818451	
0.003115	289.267205	366.234853	269.782684	334.585114	
0.003160	298.036736	372.513606	262.115356	371.720367	
0.003205	293.456195	376.317848	307.785645	325.004822	
0.003250	293.807567	374.016642	310.594330	319.591522	
0.003205	300.164769	414.310179	315.230988	309.110962	
0.003160	293.198691	393.705729	269.675415	366.004791	
0.003115	288.533059	381.768728	342.008545	352.513306	
0.003070	300.642054	436.378362	308.212738	448.720612	
0.003025	308.919119	392.829939	310.300537	312.201019	
0.002980	302.464325	385.114619	276.026215	329.836121	
0.002935	290.101492	371.298352	290.244934	300.033905	
0.002890	288.931787	370.170126	302.339935	392.942566	
0.002845	285.743541	360.043728	295.305725	314.340942	
0.002800	282.725609	360.589302	263.870453	314.644897	
0.002755	279.256096	379.525975	346.378906	336.252014	
0.002710	291.078665	418.341520	290.894409	326.130524	
0.002665	283.873990	376.338685	267.316010	345.919159	
0.002620	279.169795	371.870495	270.414551	356.707367	
0.002575	275.856279	377.933729	261.943726	344.153534	
0.002530	274.012837	379.118839	263.546021	306.005493	
0.002485	273.639206	364.513935	270.433594	309.156586	
0.002440	274.646113	383.645197	283.016937	310.954590	
0.002395	273.278620	394.083824	307.682129	308.333008	
0.002350	274.834017	383.395820	265.487579	305.240784	
0.002305	270.509030	386.457067	267.309265	305.551758	
0.002260	274.141780	367.428884	264.735443	321.948486	
0.002215	270.811220	379.891578	291.413391	346.660706	
0.002170	272.287054	375.115755	286.263977	342.950348	
0.002125	271.995497	387.195261	276.775757	325.298981	
0.002080	272.110573	376.155359	277.949615	343.647919	
0.002035	272.207984	385.186572	258.813904	350.311310	
0.001990	269.715382	380.301743	264.539307	354.236389	
0.001945	268.767495	382.705749	320.640259	358.899841	
0.001900	270.822357	363.161019	272.468750	319.494537	
0.001855	270.038310	392.062628	266.944061	367.778656	
0.001810	267.378601	383.150288	261.729034	369.246643	
0.001765	268.299440	388.402034	265.469360	365.213989	
0.001720	266.805938	377.366160	259.552612	352.385864	
0.001675	265.936497	375.645073	264.672943	376.554352	
0.001630	266.641317	384.620531	272.897308	350.395416	
0.001585	268.227187	386.828601	271.485077	359.889069	
0.001540	268.244105	374.201259	266.738464	341.895996	
0.001495	265.429675	382.876529	262.018799	350.644867	
0.001450	265.050733	385.004931	277.059326	339.526276	
0.001405	265.587473	380.698234	266.673798	334.889984	
0.001360	265.108508	377.840657	276.907959	334.811371	
0.001315	265.082242	385.582063	266.467224	362.995178	
0.001270	264.915430	375.848691	264.342285	348.909668	
0.001225	263.645948	375.420410	264.933502	334.596069	
0.001180	264.452104	388.210646	269.924866	345.142792	
0.001135	265.245369	378.186712	255.707367	340.330658	
0.001090	263.243124	377.803462	272.945892	328.165405	
0.001045	263.605083	384.227239	267.914978	321.794037	
0.001000	262.767300	382.822399	268.186127	310.689941	
0.001022	262.925943	381.229922	307.412170	312.906219	
0.001045	264.462479	388.576107	259.531799	325.126007	
0.001067	262.315163	381.422454	264.994385	325.862579	
0.001090	262.982592	384.330755	273.620239	326.976959	
0.001112	262.935977	380.635483	258.443573	319.717346	
0.001135	262.026666	380.995500	265.312531	335.148346	
0.001158	261.799483	384.566307	263.762299	328.174500	
0.001180	261.922389	377.717066	281.011536	379.855530	
0.001202	263.003358	384.833326	269.194580	324.835846	
0.001225	262.762557	378.065326	261.888428	359.486389	
0.001247	261.900156	382.544236	268.367920	318.343353	
0.001270	262.456857	390.446563	273.111908	363.358887	
0.001292	263.864796	383.796177	258.568787	375.251587	
0.001315	262.241605	383.536461	266.028503	344.270477	
0.001338	263.455588	400.844431	268.279266	344.396179	
0.001360	265.062996	393.641235	265.074432	361.176544	
0.001382	265.546044	385.767469	278.317383	322.555695	
0.001405	264.016414	374.379556	267.573792	315.468658	
0.001427	265.141668	376.615687	281.328857	311.748108	
0.001450	266.146665	390.975321	260.934906	366.692841	
0.001473	263.324905	394.286603	260.250549	354.191193	
0.001495	263.216938	381.411943	262.310638	313.040802	
0.001518	263.291250	379.509665	256.537872	327.912872	
0.001540	263.191309	386.554170	282.712860	344.764587	
0.001563	266.340871	384.594951	269.338806	355.988068	
0.001585	264.862773	383.115306	268.940338	323.397614	
0.001607	263.895316	384.817524	174.620575	331.031250	
0.001630	262.664195	387.673590	260.942932	350.001617	
0.001653	262.297398	390.157657	264.067383	363.517853	
0.001675	262.438791	388.696362	261.013275	372.633362	
0.001698	261.741447	374.971221	262.779022	324.601501	
0.001720	262.255897	376.810643	256.642639	386.705841	
0.001743	261.820977	396.415717	265.708374	367.720642	
0.001765	261.968843	384.734943	274.991730	309.437836	
0.001787	264.669405	414.073713	263.595215	378.113617	
0.001810	262.825472	389.927277	262.386749	329.310547	
0.001833	264.767172	374.856000	266.381775	310.309357	
0.001855	263.306224	380.003955	256.502625	327.037598	
0.001878	262.039673	401.757618	265.872864	320.064026	
0.001900	261.774932	393.644211	258.721283	305.528961	
0.001923	261.672567	412.403343	269.149841	366.589264	
0.001945	264.340664	413.356048	260.854919	373.487946	
0.001967	262.793850	408.672088	310.311584	359.634003	
0.001990	264.862860	396.356004	260.796692	318.027832	
0.002013	264.272663	407.758292	267.394836	335.743683	
0.002035	263.987373	390.213303	264.592072	368.074860	
0.002058	265.019486	393.305436	270.030090	369.875397	
0.002080	263.643582	392.106213	255.802124	326.096863	
0.002103	262.546293	404.296371	264.588715	312.378937	
0.002125	262.849199	391.475048	259.713226	292.478210	
0.002103	262.601230	392.463346	264.588654	326.859528	
0.002080	262.668167	393.623839	271.919037	334.799744	
0.002058	265.088744	411.974766	263.522308	333.917267	
0.002035	268.275264	382.708759	263.269165	317.037170	
0.002013	265.529131	407.381088	259.464417	334.178375	
0.001990	266.722272	469.806305	268.923431	378.644562	
0.001967	273.231582	411.965977	269.083160	354.220642	
0.001945	276.275810	424.436193	273.808472	336.638397	
0.001923	286.400414	427.167165	276.425964	390.091827	
0.001900	287.590642	380.501696	283.950745	329.256012	
0.001878	285.959415	377.874873	358.389740	313.679535	
0.001855	303.994727	415.998199	270.889954	345.998688	
0.001833	292.761619	422.351467	291.071381	360.240326	
0.001810	281.761424	386.393472	285.797577	321.070221	
0.001787	273.768431	373.872313	274.137817	310.990601	
0.001765	271.511480	374.745500	275.757324	334.605377	
0.001743	271.367842	369.207676	301.526245	310.869080	
0.001720	273.042418	369.575712	263.427734	307.734314	
0.001698	268.266995	373.018374	281.692200	317.800323	
0.001675	270.419488	387.259880	265.773499	306.589752	
0.001653	269.223611	381.586385	275.573730	338.876465	
0.001630	271.341451	376.411990	187.093185	354.705231	
0.001607	268.757853	375.490703	270.973633	312.227997	
0.001585	267.393284	371.682300	264.687927	323.488708	
0.001563	264.796344	370.818862	266.990417	310.991211	
0.001540	265.249829	393.311145	266.894867	312.747803	
0.001518	263.937759	374.377897	283.084930	311.502167	
0.001495	265.154267	379.115448	270.256531	319.731842	
0.001473	264.686132	384.130279	273.752014	308.186676	
0.001450	264.066761	384.438914	300.716278	307.333313	
0.001427	264.551998	383.270712	268.158905	307.132812	
0.001405	263.729025	381.499593	259.832977	302.199829	
0.001382	262.580946	379.460362	260.805756	298.204498	
0.001360	261.513955	385.736814	278.690277	295.352448	
0.001338	263.552897	383.162056	261.704895	304.191803	
0.001315	261.778865	378.609142	257.415497	303.476349	
0.001292	261.704974	375.334802	255.571411	305.245789	
0.001270	259.961281	380.037887	266.850952	307.642975	
0.001247	261.009539	386.682367	274.655853	302.328094	
0.001225	260.509418	377.686935	278.796082	299.915833	
0.001202	261.700979	369.945946	268.721436	297.354218	
0.001180	260.395860	378.057224	261.564423	299.213654	
0.001158	260.331943	376.171439	262.587585	297.011719	
0.001135	259.919404	383.535627	255.967575	307.202301	
0.001112	259.571058	381.085278	266.078552	296.427124	
0.001090	260.396919	380.936577	255.330536	299.923767	
0.001067	259.821410	382.894672	175.529709	306.012360	
0.001045	258.939770	379.590680	257.500122	298.386444	
0.001022	258.849309	383.918219	258.251282	299.980377	
Best value: 348.5374
